subject,n_ratings,mean_rating,std_rating,correlation,correlation_pvalue,kurtosis,mean_abs_deviation,is_low_correlation,is_high_kurtosis,is_high_deviation,outlier_score,is_outlier
35f88887-bf53-d9c8-f366-875b083a0ff5,27,3.1481481481481484,1.7694784912663195,0.7383394093562958,1.0995310771847821e-05,-1.7462963683586945,1.0836904895533535,False,False,False,0,False
17f36380-33d5-a1b3-fae2-71b510047685,27,3.5185185185185186,1.9684115104936455,0.623820355594663,0.0005072522496200733,-1.7117647058823526,1.426668236929626,False,False,False,0,False
e59e8ea7-1e2f-5d57-758f-19ec0ec0b52f,27,3.185185185185185,1.8194892993753249,0.7223375511885832,2.0969939442859417e-05,-1.7293718764904717,1.1875391316095592,False,False,False,0,False
9b880211-b125-c09e-3dde-8c8f964684db,27,2.925925925925926,1.2065821380413584,0.7118892181742151,3.1234228865692795e-05,-1.1157298723580251,0.6863412294907326,False,False,False,0,False
8a23e58c-4380-ad9a-d59f-4f2ebc1bccb5,27,2.740740740740741,1.534039228076112,0.7148843740420199,2.7912309719969374e-05,-1.5166472219453713,0.900465464695879,False,False,False,0,False
a8940dc5-d067-8300-88db-03fdff8b5db1,27,3.259259259259259,1.6074966824368826,0.4587615418258649,0.016089549213741165,-1.5758379333105617,1.1623402805475214,True,False,False,1,False
28be6f44-db5b-25f4-185e-c4f0ab035820,7,2.857142857142857,0.8997354108424372,0.74192381131942,0.05623142597443525,-1.5069204152249134,0.76360318378667,False,False,False,0,False
f5d640cd-92ce-efef-f508-d1c64eac42c2,27,2.7037037037037037,1.9178275934146631,0.628493056929127,0.0004469099797446044,-1.8217724327570786,1.3428762293241023,False,False,False,0,False
68360ea8-ca99-5b2e-8810-e0bf8245bf0b,27,3.3703703703703702,1.5725566676385538,0.6488501897276753,0.00025114933478868185,-1.295613094353246,1.014076353488174,False,False,False,0,False
2e5b462e-7a7c-b0df-e422-668ba7317d59,27,3.1481481481481484,1.511588662599811,0.7843655352847952,1.2869541525767261e-06,-1.2783036175148168,0.7968562984295603,False,False,False,0,False
efe183bc-9d78-7e33-3f3b-71c646d836bd,27,3.111111111111111,1.671787006431081,0.7126814654422887,3.0322997986075173e-05,-1.5765087113879306,1.0308705341537194,False,False,False,0,False
fc619f5f-53a8-bf95-e623-53b6ffa8f0b7,27,3.740740740740741,1.1297580609817646,0.3430216538945876,0.0798351912434754,0.610630580357145,1.018868042964574,True,False,False,1,False
20be78c5-f256-1d31-cbad-c49129f53e01,27,3.4444444444444446,1.368135545841446,0.7238902892953208,1.973459918891612e-05,-1.0524488647025698,0.8399508247612201,False,False,False,0,False
63e588ab-e9f1-2bdd-0d31-cb02e792ee1f,27,3.3333333333333335,1.1094003924504583,0.4750677254467389,0.012275156261436321,-0.011718749999998668,0.8398763975009261,True,False,False,1,False
c967ff42-1dcd-7938-5601-93b6c5664aae,27,2.7037037037037037,1.265361450787719,0.39694276470977635,0.04035740675489973,-1.3560998467597924,1.0850120315329326,True,False,False,1,False
669b5eeb-0fe5-6557-9054-b03b7ed49d1a,27,3.259259259259259,1.508758852949429,0.6360838128990473,0.0003622125554771314,-1.3849484884892103,0.9512250510679275,False,False,False,0,False
ac9f5abb-1091-c8bd-4f22-37fe9c4fe926,27,3.074074074074074,1.8381831733854435,0.6913058309233262,6.526348593228179e-05,-1.7962918990243117,1.1669409776523496,False,False,False,0,False
d1ede69b-7aee-88c3-b9ee-c2532217d672,27,3.1481481481481484,1.7254587729667659,0.6890320874913771,7.054206648311782e-05,-1.6397852613264345,1.0250040087383305,False,False,False,0,False
aec17e1b-ff0b-f1aa-6142-7f0f88498e0a,27,3.5555555555555554,1.8045526471705544,0.6364005237720333,0.00035900760432571073,-1.4676359352718702,1.2850578326677853,False,False,False,0,False
7313eb99-1526-c161-15c8-1856c74df756,27,3.5555555555555554,1.3959648809042253,0.5541414336459902,0.0027074857724866544,-0.9889196675900269,1.031587406147416,False,False,False,0,False
f12624d7-e7ac-dccc-1094-33ab14b87d1a,27,2.259259259259259,1.483047605247451,0.6830043465249311,8.641088474880117e-05,-1.0693323981851854,1.1499263067483607,False,False,False,0,False
eedd3112-3aa8-e650-dc65-66285333858f,27,3.4444444444444446,1.8466879569262398,0.8166768780322111,2.041969851344976e-07,-1.613969133359714,1.0953435392497883,False,False,False,0,False
8d0bcaf4-b6c6-566b-3954-64e407ba9050,27,2.888888888888889,1.1875421719907087,0.7701546551605892,2.6283653296262263e-06,-0.8900826446280976,0.6334325326977674,False,False,False,0,False
be906ea7-3f9c-3f73-47ac-68517689027c,27,3.3703703703703702,1.757361399462014,0.7063929946906202,3.8255851735073745e-05,-1.5840215274846474,1.078479273246269,False,False,False,0,False
d1e83888-451a-faed-ee70-978c54c459db,27,3.2962962962962963,1.588778311853647,0.8291738209603086,9.079327945271835e-08,-1.6269063791407856,0.8421431063678048,False,False,False,0,False
92fadf65-12db-46dc-6dbb-ebbd8b9c6679,27,3.0,1.3301243435223524,0.686519229676644,7.681271127988294e-05,-1.341209829867675,0.7270579747771682,False,False,False,0,False
6e42f6a7-c4b1-73e5-a8b5-9f24b8a8acd5,27,3.037037037037037,1.531250908482782,0.73060083952637,1.5108959500870521e-05,-1.4952032173434184,0.8855751188894675,False,False,False,0,False
3a68f33b-6030-b56b-480f-86025dd2ce37,27,2.4814814814814814,1.9684115104936455,0.16055069848775677,0.4237222762647474,-1.711764705882353,1.8872121162063769,True,False,True,2,True
27bd7ba7-a421-8353-d168-a5b5b9671027,27,3.259259259259259,1.654657589319234,0.7304802865755413,1.5182666886413433e-05,-1.5380846780961135,0.9794141003413812,False,False,False,0,False
baee70f8-50fe-bc04-f6c5-0d0e6771f197,27,2.8518518518518516,1.633865254393908,0.4840473155645367,0.010517810235958942,-1.533264272428753,1.2206517326847897,True,False,False,1,False
1362b435-1ce6-7142-2928-527c7e82c129,27,2.814814814814815,1.4152204785294067,0.5174042373501939,0.00571130577741066,-1.1314838459032515,1.076621958184169,False,False,False,0,False
c44651e5-d6a3-d5e6-c5f0-329bf1adabea,27,3.3333333333333335,1.3867504905630728,0.5039652805228113,0.007357021755558444,-1.2359999999999993,0.9948107938696146,False,False,False,0,False
18fec97c-1576-a1ac-6240-0a0e0c52199f,27,2.4444444444444446,1.310705427603288,0.5087902640334878,0.006725447513796594,-1.3295834261528174,0.9995970042274173,False,False,False,0,False
5517fef4-289f-7645-4ef2-20bacd9e1982,27,2.7777777777777777,1.2506408613597126,0.6535044640070313,0.00021884740898686425,-0.9170921795216334,0.8366986699642941,False,False,False,0,False
a1173853-36af-ed3b-09df-fa2d91df70f0,27,3.1481481481481484,1.9749138969294078,0.7349295747457364,1.26649734259691e-05,-1.9249133345534344,1.2493678839346898,False,False,False,0,False
47b68518-2689-397e-53c9-87fdef658537,27,3.1481481481481484,1.2311253046174935,0.7369660004883326,1.1642549714057997e-05,-0.5857665780993844,0.6388914963848727,False,False,False,0,False
44fb6324-5374-3ad5-bf2b-c0836650e334,27,2.6296296296296298,1.4973861366278378,0.697440123964508,5.2726231265606515e-05,-1.3455363442471286,1.031337839667193,False,False,False,0,False
6e9f87d2-b4ed-0dfe-5ddd-33d1fe0dee35,27,3.074074074074074,1.4121975762272057,0.7848586908614482,1.2542683158260976e-06,-1.2614999999999998,0.7235656275199551,False,False,False,0,False
2052ba45-3891-3672-ac07-378a95fa8c60,27,3.185185185185185,1.6416932402725837,0.3841386266493082,0.04790170926096691,-1.592190775447081,1.1810649145434418,True,False,False,1,False
2fbdae68-8c80-115e-c476-dce1d9dadaa0,27,3.037037037037037,1.3150455236776897,0.4414168239225369,0.021168988642449958,-1.2385852587468,0.999801625242568,True,False,False,1,False
48a9abfb-3175-db49-06d2-93c2a17c8dad,27,3.0,1.8187062180825984,0.38054932418362764,0.05020456589943903,-1.8098972417522985,1.4116577227781117,True,False,False,1,False
7648966c-c238-705e-7276-a410a3f9dfde,27,2.814814814814815,1.3019818336507984,0.550379764834139,0.002933899545533021,-1.3164027964126837,0.8455969051957051,False,False,False,0,False
e8c0724c-d1a0-938d-6359-65cb0a9d6c57,27,2.888888888888889,1.310705427603288,0.5231592495195658,0.005108452416694771,-1.137112942748942,0.8449741681780378,False,False,False,0,False
6c5a84c5-369c-7e01-d0a0-110c827be0c0,27,2.740740740740741,1.6074966824368826,0.5700474517638203,0.0019076953687681732,-1.5014003542215457,1.05626223833064,False,False,False,0,False
3acc5e90-15a9-5680-46c5-b4879be1f7e4,27,3.6296296296296298,1.547905486782509,0.3595572142847837,0.06546595876621986,-0.9871529137641186,1.3048379681057198,True,False,False,1,False
748f32e4-0923-04d9-807e-e08fbf3b2fc6,27,3.074074074074074,1.7958483301969643,0.7850968469859866,1.2387527342174134e-06,-1.761138389791357,1.0492588599010038,False,False,False,0,False
d17bf93c-8429-056f-9fa9-04e1b654cb2b,27,3.1481481481481484,1.4598130466104662,0.7394659109042043,1.0488644434602394e-05,-1.1973640939117498,0.7875304076212353,False,False,False,0,False
debb6d92-69ba-2878-c417-eefd46d94795,27,2.8518518518518516,1.5616486284521365,0.3964641860725727,0.040621237160424144,-1.5060308214691238,1.1872525039066957,True,False,False,1,False
876d8e7f-b785-774e-f3b4-59c5aff0bf51,13,2.923076923076923,1.4411533842457842,0.2658534359485812,0.3799877253191736,-1.4601051668952898,1.1934182012249404,True,False,False,1,True
75196082-6fe2-9fce-388e-8af362986609,27,3.3703703703703702,1.4182369376786135,0.4831577171323208,0.010681957601027265,-1.4645551284417657,1.0319479838890013,True,False,False,1,False
40216685-3919-c310-c75c-a79a16f86726,27,3.259259259259259,1.508758852949429,0.778329636774995,1.753974041031219e-06,-1.3849484884892096,0.8197809936079371,False,False,False,0,False
5b1a69ea-591c-3231-36d7-4484b5bb2dd7,27,2.5555555555555554,1.2506408613597126,0.7520636849770336,6.086496532563486e-06,-0.8662993818865892,0.8639217558780268,False,False,False,0,False
add27837-0978-3c13-8ec6-4f38755e0593,27,2.962962962962963,1.343974630068517,0.5494409431640331,0.0029928680435277744,-1.2682358268069152,0.8371707601485269,False,False,False,0,False
d54113d4-8d73-bf2a-ec40-8477db3d8478,27,2.5185185185185186,1.5030832509409646,0.7912592988948856,8.927296216938068e-07,-1.2418140125848962,0.9465746370358351,False,False,False,0,False
50792fd0-5274-5c95-eaaa-74207ed73dc7,27,2.6296296296296298,1.644294287438749,0.8421715817651196,3.637398817306026e-08,-1.4803830997300684,0.9327359052279638,False,False,False,0,False
b4f9bc06-0fbd-9571-9788-1e8f3618a697,27,3.185185185185185,1.5451421900473716,0.708963343000139,3.481437791021524e-05,-1.3171276650281096,0.8390775438473659,False,False,False,0,False
385ac420-d039-d625-3e05-8fb23b78b7d2,27,3.1481481481481484,1.4859263804028813,0.8170755530323451,1.991735413881494e-07,-1.371418938605619,0.7256584796612351,False,False,False,0,False
dcf6d4c1-0f2b-13a1-a4ee-0e2d466abedf,27,2.8518518518518516,1.5616486284521365,0.7343534579707722,1.2968416402142134e-05,-1.6015413464058,0.8825171255354763,False,False,False,0,False
377678d3-4afe-710d-0f1b-fca822b144d7,27,3.6666666666666665,1.1435437497937313,0.2279702508888957,0.2527669545490625,-1.3027681660899666,1.1397535673599524,True,False,False,1,True
d1586329-56fe-5a6a-abd3-d27a6886e1ca,27,3.111111111111111,1.5275252316519468,0.7984468328663632,6.008048622671216e-07,-1.4043593768868499,0.8107670784998634,False,False,False,0,False
6613caa8-3b42-ea8a-65bf-5c5223b5a57f,27,3.037037037037037,1.7863043388188897,0.7264251522519106,1.7856837527125062e-05,-1.7744268176020408,1.074952239488464,False,False,False,0,False
1e4ce7f1-54f0-195a-a525-09ccd31520e1,27,2.962962962962963,1.2241631829848088,0.425897081346611,0.02675967262630372,-0.793534675938643,0.9680356776719706,True,False,False,1,False
e3055418-0152-0b78-7d17-ffbf77e50c67,27,3.5185185185185186,1.888637489554723,0.6237006391860276,0.0005088874284512754,-1.6208953852749337,1.3279939531686007,False,False,False,0,False
6b9c5001-c568-e153-56b4-1a61a3123b8f,27,2.925925925925926,1.439175135702765,0.6484843133960305,0.00025385764168890163,-1.2738288722094724,0.86695264857202,False,False,False,0,False
640d2e35-e0b6-1a54-f8dc-d6032b9cbed9,27,3.074074074074074,1.356634011240998,0.6236367060116105,0.0005097625615155908,-1.0493486949937219,0.8653537182726411,False,False,False,0,False
ee0587d5-7bc1-ebc1-9523-fb5c999876d9,27,3.0,1.593255013631383,0.5827703609091871,0.0014233137169119999,-1.5495867768595044,1.1279339861196436,False,False,False,0,False
6b17ead5-fd4a-ab99-1b96-77c9e0466332,27,2.740740740740741,1.258588727124784,0.7356397432040346,1.2299661684801832e-05,-1.1209144195435015,0.7075254946769433,False,False,False,0,False
e5331267-4f92-a3b6-535a-1f3535a2ee67,27,2.259259259259259,1.7451601776295624,0.36530131403321553,0.060973216216620885,-1.2764571944614846,1.613692064907595,True,False,True,2,True
d837ba26-f96b-c5bf-da23-8bf5a3e37643,12,2.75,1.3568010505999362,0.35357756722719436,0.25953805711036737,-0.842249657064472,1.0999060533424905,True,False,False,1,False
7afdbeab-529f-cc66-cebc-fb41d6b5a79b,27,3.740740740740741,1.0594843663344555,0.2458206629320474,0.2164760913197236,-0.9470225978510136,1.0812547394936092,True,False,False,1,True
579a5001-3ed7-428d-768f-1925f4f9f23c,27,2.740740740740741,1.508758852949429,0.781747040000062,1.473698565459097e-06,-1.3849484884892105,0.8627604520358804,False,False,False,0,False
1178c991-1394-2ff3-fb16-54e7f71bcca1,27,2.925925925925926,2.0367003088692623,0.42617163130901436,0.02665131175340198,-1.9945054945054945,1.618228591661581,True,False,True,2,True
2368ab2e-9bab-1cea-4b04-ab5db387db67,27,3.3703703703703702,1.4973861366278378,0.6326815517430441,0.0003982552907286817,-1.0630553030584349,0.984285980900859,False,False,False,0,False
4bfab510-48ff-88ba-d7cb-f522747da20b,27,3.3333333333333335,1.5191090506254998,0.6566753127798229,0.00019899018306684116,-1.3199999999999998,0.9223151755729347,False,False,False,0,False
684fe876-b34f-dd0b-3369-2f543c832e2d,27,3.5555555555555554,1.476308632870234,0.7517635283165036,6.16820146782449e-06,-1.0465743944636678,0.8920002027090341,False,False,False,0,False
585d8319-ed12-3d6c-1927-c60d50de0ba9,27,2.6296296296296298,1.4714761857543484,0.5402544885996838,0.003625420565799005,-1.4084106648199446,1.0480205213598301,False,False,False,0,False
8b6ccd26-5f3c-2cff-6037-fc556ff5260a,17,3.1176470588235294,1.3639259941972874,0.6570327414549719,0.004161648014686175,-1.1892780702713677,0.7863924132130274,False,False,False,0,False
f78ba232-59c9-3b2d-8be5-ed4b52dde69c,27,2.8518518518518516,1.166971877049041,0.20555443531196727,0.30367339184289577,-0.9301439050436793,1.0794997749933481,True,False,False,1,True
a6b9ec6c-65f5-7b99-b7fc-a591394b6c60,27,2.7777777777777777,1.577079416890439,0.7267540526923789,1.7625267378788047e-05,-1.4674779466468275,0.9206500654435773,False,False,False,0,False
15dbda83-8ba4-9425-a098-b19b2c1b735f,27,2.925925925925926,1.3566340112409982,0.7029860021914505,4.328224726362199e-05,-1.374267940840994,0.8189444926235908,False,False,False,0,False
f3b99086-740f-e45b-c71a-0b7fbba8b469,9,4.777777777777778,0.6666666666666667,0.19269231709260032,0.6193946335033845,4.124999999999997,1.5717942017636208,True,True,False,2,True
3cdd258d-e662-9ab4-d91f-0206b7357e27,27,3.0,1.5191090506254998,0.5794363873529884,0.0015386245719149056,-1.4700000000000002,1.060135824938165,False,False,False,0,False
